Category,Bahasa,Cleaned_Bahasa,Length,Count
ham,"[Akademik] Untuk perhatian tuk jadwal kontrak kuliah buat ang 2012 itu bukan sebenarny, kuliah ikut jadwal kur yg baru ang 2013 ato keatas 2014,2015,2016.. sehingga jadwal yg ada adalah jadwal bayangan tuk tujuan kontrak kuliah..Hal diatas ga berlaku tuk mk yg memang berjalan di ang kalian spt skripsi dan sidang..demikian harap diperhatikan..",akademik perhati tuk jadwal kontrak kuliah ang 2012 sebenarny kuliah jadwal kur yg ang 2013 ato atas 2014 2015 2016 jadwal yg jadwal bayang tuk tuju kontrak kuliah atas ga laku tuk mk yg jalan ang spt skripsi sidang harap perhati,229,41
ham,"[INFO PLA]Assalam..Bagi yg ambil mk pla wajib kumpul pada hari/tgl kamis,25 agustus 2016 pukul 10.00 WIBB..Agenda: pembekalan dan penjelasan PLA.Tempat : Gdg JICA lt.3 R.S301.Demikian informasiny..harap diperhatikan d disebarkan",info pla assalam yg ambil mk pla wajib kumpul tgl kamis 25 agustus 2016 10 00 wibb agenda bekal jelas pla gdg jica lt 3 r s301 informasiny harap perhati d sebar,160,32
ham,[Info] bagi teman2 yg mengumpulkan data asisten lab/matakuliah bukti berupa surat keterangannya sudah bisa diambil ke pak andri ,info teman2 yg kumpul data asisten lab matakuliah bukti surat terang ambil andri,80,13
ham,2016/08/21 12:27:17 Anda telah terdaftar sebagai pelanggan TCASH full service. Tingkatkan saldo Anda dg isi saldo TCASH di merchant berlogo TCASH terdekat.,2016 08 21 12 27 17 daftar langgan tcash full service tingkat saldo dg isi saldo tcash merchant logo tcash dekat,112,21
ham,2016/08/21 12:27:32 PIN baru TCash anda adalah 605598. Silahkan menggunakan PIN baru anda untuk menikmati layanan TCash Telkomsel,2016 08 21 12 27 32 pin tcash 605598 silah pin nikmat layan tcash telkomsel,75,15
ham,22nya mad. Aku bingung bkn laporannya 😂,22nya mad bingung bkn lapor,27,5
ham,"aamiin, makasih semuanya moga cepat lulus juga",aamiin makasih moga cepat lulus,31,5
ham,Aamiin. Makasih semuanya..semoga teman2 cepat nyusul dan semoga segala urusannya diberikan kelancaran oleh Allah.aamiin,aamiin makasih moga teman2 cepat nyusul moga urus lancar allah aamiin,69,11
ham,Abis maghrib yaa,abis maghrib yaa,16,3
ham,Ada belakang warkop deket indomaret gerum 500/bulan,warkop deket indomaret gum 500,30,5
ham,Ada di bip yang studio fotonya gitu,bip studio foto gitu,20,4
ham,"Ada nama1 . Tpi gatau msh berfungsi atau engga, udh lama ga dipake sih",nama1 tpi gatau msh fungsi engga udh ga dipake sih,50,10
ham,Ada diruangan nya tadi,ruang nya,9,2
ham,Ada internet min alamatnya dmn?,internet min alamat dmn,23,4
ham,"Ada mba, harganya 1,6jt/bln. Fasilitasnya air hangat, kamar mandi dalam, tv, tv kabel, wifi, meja, tempat tdr, dan lemari.",mba harga 1 6jt bln fasilitas air hangat kamar mandi tv tv kabel wifi meja tdr lemari,85,17
ham,Ada nya instagram,nya instagram,13,2
ham,Ada perasaan nyesel gt sedikit. Waktu kuliah. Asa ga merhatin. Ga ngerangkul semua. Aku pribadi hmm,asa nyesel gt kuliah asa ga merhatin ga ngerangkul pribadi hmm,62,11
ham,Ada semua di panduan pla..dishare di grup ini dan fb,pandu pla dishare grup fb,25,5
ham,"Ada sih yg nikah muda tp (keliatan) bahagia, tp one of a million kayaknya kalo temen2 ku hmm",sih yg nikah muda tp liat bahagia tp one of a million kayak kalo temen2 ku hmm,78,17
ham,"Ada teh dikpad, ini kontaknya ####",teh dikpad kontak,17,3
ham,Ada yang 400 rb yang kamar mandinya sama2 kalau yang ada kamar mandi di dalam kalau yang kecil 600 dan yang agak besar 700 rb,400 rb kamar mandi sama2 kamar mandi 600 700 rb,47,10
ham,Ada yg lain kok ikan tahu tempe,yg ikan tempe,13,3
ham,"Ada yg nikah muda, ada yg gagal nikah, ada yg pacaran lama eh putus tapi alesannya karna terlalu sayang jd gak mau nyakitin (pret), ada yg jagain jodoh org, ada yg ah banyak lah wkwk",yg nikah muda yg gagal nikah yg pacar eh putus alesannya karna sayang jd gak nyakitin pret yg jagain jodoh org yg ah wkwk,121,24
ham,Ada yg tau ruangan pak daya yg di fpmipa b?,yg tau ruang daya yg fpmipa b,29,7
ham,"Ada yg tdk bisa jam tertentu? Kemungkinan pagi jam 8, tapi nanti diumumkan.",yg tdk jam pagi jam 8 umum,26,7
ham,Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,aduh ge pusing yg lamar yg nyari2 butuh,39,8
ham,Aigoo banyak banget chatnyaa aku baru liat hape hehehe,aigoo banget chatnyaa liat hape hehehe,38,6
ham,"Airnya asa kurang lancar, besok ku tanya papa yah,",air asa lancar besok ku papa yah,32,7
ham,Ajakin ke soekarno hatta aja nama1 . Makan di eatboss soekarno hatta wkwkw,ajakin soekarno hatta aja nama1 makan eatboss soekarno hatta wkwkw,66,10
ham,"Aku ada spagetti, tp usah kaldaluarsa belum yah",spagetti tp kaldaluarsa yah,27,4
ham,Aku bawa daging yg dah direbus gapapa? Yg mentah tinggal tulang2an wkwk,bawa daging yg dah rebus gapapa yg mentah tinggal tulang2an wkwk,64,11
ham,Aku besok dtg agak telat jam 8 boleh ngga? Kan jam 10 ya mulainya?,besok dtg telat jam 8 ngga jam 10 ya mulai,42,10
ham,"aku delete aja ya, ntar nama1 pull dulu atau sync dulu, ntar masukin yang nama1 , baru push.",delete aja ya ntar nama1 pull sync ntar masukin nama1 push,58,11
ham,Aku depan pasca skrng,pasca skrng,11,2
ham,Aku di pt. DI,pt,2,1
ham,Aku dy wkwk makanya kurang direstui jg krna kejauhan,dy wkwk restu jg krna jauh,26,6
ham,"Aku ga enak euy bilang ke adiknya, adiknya pengen ke pvj nama1  :(",ga enak euy bilang adik adik ken pvj nama1,42,9
ham,Aku ga ke upi sepertinya,ga upi,6,2
ham,"Aku ingin pagi, tp masa berdua nama1 doang pake grab :( nunggu nama1 siang :(",pagi tp dua nama1 doang pake grab nunggu nama1 siang,52,10
ham,Aku jg blm berangkt wkwk,jg blm berangkt wkwk,20,4
ham,Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur,jg rumah lg ga apa2 gara2 kulkas rusak suka nyetok sayur,56,11
ham,"Aku jg waktu itu foto tgl 17 juli, katanya selesai 29 agustus :(",jg foto tgl 17 juli selesai 29 agustus,38,8
ham,aku kira bukan besoook :'(,besoook,7,1
ham,"Aku kumpul pon dulu dy, kalo haris kerjanya dari sore mo pacaran dulu dy",kumpul pon dy kalo haris kerja sore mo pacar dy,47,10
ham,Aku mah plg kerumah ketemu ayah mama cukup kok :'),mah plg rumah ketemu ayah mama,30,6
ham,"Aku mah sering ditinggal jualan, jd mau marah juga ntar alesannya ""duit kan buat km juga"", diem lgsg haha",mah tinggal jual jd marah ntar alesannya duit km diem lgsg haha,63,12
ham,Aku mau bawa balon sm coklat min. Mau nitip?,bawa balon sm coklat min nitip,30,6
ham,Aku mau nyari data yang dibutuhin dari tabel mana aja.,nyari data dibutuhin tabel aja,30,5
ham,"Aku merasa geleh sendiiri ini lipstik aku merah sekali wkkw, mana dapet dikasih ini jg",geleh sendiiri lipstik merah wkkw dapet kasih jg,48,8
ham,"aku push yang updatenya, itu udah di template sama adminLTE.",push updatenya udah template adminlte,37,5
ham,Aku senin udah ke tempat kerja. Minggu2 depan aku gaktau bisa/ngga :(,senin udah kerja minggu2 gaktau ngga,36,6
ham,Aku teh cuma bawa celana jeans yg tua tp jilbabnya yg muda -_-,teh bawa celana jeans yg tua tp jilbab yg muda - -,50,12
ham,"Alhamdulillah, makasih yaaa udah meluangkan waktu 😘",alhamdulillah makasih yaaa udah luang,37,5
ham,"Alhamdulillah, puji syukur atas nikmat Allah swt. yang telah memberikan nikmat hidup sampai detik ini sehingga saya masih bisa untuk mengevaluasi diri. Selama itu tentu saya menyadari banyak melakukan kekhilafan dan kesalahan.",alhamdulillah puji syukur nikmat allah swt nikmat hidup detik evaluasi sadar khilaf salah,89,13
ham,"Alhamdullilah sudah beres semua :)  Bagi yang mau keluar dari group dipersilahkan, tapi silahkan juga kalau ada yg mau memanfaatkan group ini untuk diskusi dengan topik terkait untuk skripsi/gemastik/kerjaan.",alhamdullilah beres group silah silah yg manfaat group diskusi topik kait skripsi gemastik kerja,96,14
ham,AndiPublisher.com#PO0216020925#96000#02-02-2016#BNI#Bank Mandiri,andipublisher com po0216020925 96000 02-02-2016 bni bank mandiri,64,8
ham,Asal pagi pagi ya.. Bjam 10an saya sudah ke jakarta..,pagi pagi ya bjam 10an jakarta,30,6
ham,"nama1  jg text dy, text essay jawaban gt Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu",nama1 jg text dy text essay gt jd nih murid guru si guru ngasih uji hasil uji murid dibandingin guru yg bener trs outputnya skor hasil uji,138,27
ham,nama1 itu msh pake db aku yg lama itu msh anomali bisa nyesuain ga,nama1 msh pake db yg msh anomali nyesuain ga,44,9
ham,nama1 seharusnya cuman nambah table daftar_ulang_ird + kalau ada masternya. Yg lain kita samain aja ya pake yg aku data_pasien (2).sql,nama1 cuman nambah table daftar ulang ird master yg samain aja ya pake yg data pasien 2 sql,91,18
ham,"Assalamualaikum akang teteh, jangan lupa ya hari ini ada carrier day jam 10:30, exhibition fpmipa b :) (love) Hayuu teh ditungguuu",assalamualaikum akang teteh lupa ya carrier day jam 10 30 exhibition fpmipa b love hayuu teh ditungguuu,103,17
ham,"Assalamualaikum Bu. Saya nama1 mhsi ilkom 2012 baru dpt pembimbing skripsi. Mohon maaf bu, kalau minggu ini ada di kampus hari ap aj Bu? Terima kasih.",assalamualaikum bu nama1 mhsi ilkom 2012 dpt bimbing skripsi mohon maaf bu minggu kampus ap aj bu terima kasih,110,19
ham,"Assalamualaikum pak, mau nanya seputar mobcom sp, apakah harus ikut perkuliahan dari sekarang apa bisa ikut pas sp nanti aja pak? Trims ",assalamualaikum nanya putar mobcom sp kuliah pas sp aja trims,61,10
ham,"assalamualaikum pak, mohon maaf saya mau tanya pak, apakah remedial dwm harus hadir di tempat pak? apa bisa online? mohon maaf sebelumnya",assalamualaikum mohon maaf remedial dwm hadir online mohon maaf,63,9
ham,Assalamualaikum Pak. Ini dg nama1 ilkom 2012. Maaf Pak td saya ninggalin proposal di meja Bapak di atas printer. Terima kasih Pak.,assalamualaikum dg nama1 ilkom 2012 maaf td ninggalin proposal meja printer terima kasih,88,13
ham,Assalamu'alaikum wr wb. Berikut daftar penguji PLA tahap 4,assalamu alaikum wr wb daftar uji pla tahap 4,45,9
ham,"Assalamu'alaikum, nama1 mau minta bantuan.",assalamu alaikum nama1 bantu,28,4
ham,Assalamualaikum. Ada yg tau kalo file buat penilaian ada di mana? Apa ada di fb?,assalamualaikum yg tau kalo file nilai fb,41,7
ham,"Atau gaperlu ke kampus nama1 , tolong kirimin kuncinya aja make jne cenah ip",gaperlu kampus nama1 tolong kirimin kunci aja make jne cenah ip,63,11
ham,"Atuhlah, aku telah meninggalkan yg nyaah, jgn gitulah gais, bisi teringat masa lalu 😢",atuhlah tinggal yg nyaah jgn gitulah gais bis,45,8
ham,atulah aku teh udh ngidam sate maranggi dr bulan puasa 󾌹 naha ka subang teu ngajakan ih,atulah teh udh ngidam sate maranggi dr puasa naha ka subang teu ngajakan ih,75,14
ham,"Ayam aja Pak, terus satu paket itu sama isinya ap aja?",ayam aja paket isi ap aja,25,6
ham,Ayam kita menunya banyak bu...ada ayam bakar.kremes. cabe ijo. Lada hitam. Asam manis. Rica rica. Baberque. Untuk isinya nasi.ayam.lalapan.sambal. tempe tahu . air mineral gelas. Bu...maaf bu kita ada paket yang 16rb s/d 19rb. Kalau boleh tau anggaran ibu berapa ya,ayam menu bu ayam bakar kremes cabe ijo lada hitam asam manis rica rica baberque isi nasi ayam lalap sambal tempe air mineral gelas bu maaf bu paket 16rb s d 19rb tau anggar ya,176,35
ham,"Ayo nama1 semangat skripsian yaaah biar cpt lulus, kerja, dan cpt nikah wkwkwk",ayo nama1 semangat skripsi yaaah biar cpt lulus kerja cpt nikah wkwkwk,70,12
ham,"bagi yang sudah diuji segera diserahkan dgn dijilid, bagi yg sdg nunggu diuji sabar tuk sesuaikan waktupenguji..",uji serah dgn jilid yg sdg nunggu uji sabar tuk sesuai waktupenguji,67,12
ham,Bagi yg tertarik lanjut ke gemastik 2016 ini tempat diskusinya : http://line.me/R/ti/g/xxxxx,yg tarik gemastik 2016 diskusi http line me r ti g xxxxx,56,12
ham,"Baik Pak, berarti nanti Kamis kami ke kantor lagi",kamis kantor,12,2
ham,"Baik Pak, bsk sekalian kami bawa form penilaian ya Pak, dan berkas lainnya.",bsk bawa form nilai ya berkas,29,6
ham,Bali mah kudu berapa atuh duitnya,bal mah kudu atuh duit,22,5
ham,Baru ngeh chatnya maafkan (maaf),ngeh chatnya maaf maaf,22,4
ham,"bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.",bebas nama1 tgl libur pajuin aja kamis sabtu,44,8
ham,Bebas... Senin stuju.. Apa aja yg di kebapain selain program ?,bebas senin stuju aja yg kebapain program,41,7
ham,Beli es kelapa depan d besto teh,beli es kelapa d besto teh,26,6
ham,Belum de.. Saya kagi nyoba ngejar..,de kagi nyoba ngejar,20,4
ham,"Belum diuji, pa. Insya Allah siang hari ini mau ke kampus, dan mudah2an pa eka nya ada.",uji pa insya allah siang kampus mudah2an pa eka nya,51,10
ham,"Bentar lg ke gik, buru2 ga? Kalo buru2 nitip yg ngontrak ipc aj",bentar lg gik buru2 ga kalo buru2 nitip yg ngontrak ipc aj,58,12
ham,Berarti saya ke palasari nya skrg .. abis itu langsung ke gik,palasari nya skrg abis langsung gik,35,6
ham,Besok aku kasihin softfilenya gpp?,besok kasihin softfilenya gpp,29,4
ham,Besok dwm jadi ya praktikum weka. Bawa laptop.,besok dwm ya praktikum weka bawa laptop,39,7
ham,"besok jam berapaa? harus jadi ih, udah 2 kali skip 😂",besok jam berapaa ih udah 2 kali skip,37,8
ham,Besok kekantor saya tunggu jam 9 ya..,besok kantor tunggu jam 9 ya,28,6
ham,Besok mau ke kampus lagi ga?,besok kampus ga,15,3
ham,Besok saya ada rapat dinas.. Selasa aja ya...,besok rapat dinas selasa aja ya,31,6
ham,Besok siang ya jam 2,besok siang ya jam 2,20,5
ham,Besok yuk dua jam bih dari jam 4-6,besok yuk jam bih jam 4-6,25,6
ham,"beu atuh sekarang, sambil nunggu yg pulang ppl",beu atuh nunggu yg pulang ppl,29,6
ham,Biar rapih aj mad. Ini controllernya msh digabung2 aku bikinnya perfungsi soalnya,biar rapih aj mad controllernya msh digabung2 bikin fungsi,58,9
ham,biasana sih pak nama1 sampe jam 12 kan di kampus?,biasana sih nama1 sampe jam 12 kampus,37,7
ham,Biasanya dia bukannya ke subang ya kalo weekend,subang ya kalo weekend,22,4
ham,Biasanya mah stasiun teh sebelum lewatin rel nama1,mah stasiun teh lewatin rel nama1,33,6
ham,Bimbingan lg nanti nama1 da,bimbing lg nama1 da,19,4
ham,"bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.",bebas nama1 tgl libur pajuin aja kamis sabtu,44,8
ham,Bisa bu...buka jam 11 bu,bu buka jam 11 bu,17,5
ham,"Bisa kurang dari 15rb ga Pak, sebelumnya kita pernah acara sama bebek komar sekitar iti 13.5rb awal tahun 2015",15rb ga acara bebek komar iti 13 5rb 2015,41,9
ham,bisa turun juga. Mencegah ikut remedial tapi tanpa persiapan dan asal-asalan menjawab.,turun cegah remedial siap asal,30,5
ham,Bisi ga enak ga bantuin beberes ato masak2nya :(,bis ga enak ga bantuin beberes ato masak2nya,44,8
ham,Blm aku cek min mau apa? Kalau penting bgt nanti aku gedorin,blm cek min bgt gedorin,23,5
ham,Blm beres sep. Malah byk bug,blm beres sep byk bug,21,5
ham,Blm mad ntr sore td udh ktmu,blm mad ntr sore td udh ktmu,28,7
ham,bntr lagi pulang,bntr pulang,11,2
ham,Bntr lg kan mau sholat mel. Nanti keluar upinet kasih tau ya. Males balik ,bntr lg sholat mel upinet kasih tau ya males,44,9
ham,Bole duaduanya pen hardcover dulu. Tp kalau perusahaan udh minta boleh ttd dulu,bole duaduanya pen hardcover tp usaha udh ttd,45,8
ham,"Boleh bu, kalau ada yang bakal pindah bulan itu. Kalau tidak keberatan bisa kabarin Bu. Terima kasih.",bu pindah berat kabarin bu terima kasih,39,7
ham,"boleh install sendiri, nanti juga saya bawa installernya.",install bawa installernya,25,3
ham,Boleh minta alamat nya kalo dari gang softball kmna gtu,alamat nya kalo gang softball kmna gtu,38,7
ham,Boleh nitip coklat ke alhuda?,nitip coklat alhuda,19,3
ham,Boleh yang di depan ramen aa gpp jam 12.39 ya,ramen aa gpp jam 12 39 ya,25,7
ham,Bsok ada kmpul euy.... Gmna ? Tpi gini aja. Vote aja yg bisa bsok sapa skrg sapa,bsok kmpul euy gmna tpi gin aja vote aja yg bsok sapa skrg sapa,63,14
ham,"Btw magicomnya yg sedang Gais, gaada yg gede",btw magicomnya yg gais gaada yg gede,36,7
ham,Bu maaf saya lupa sekarang hari jumat ya...kalau jumat kita buka jam 1 bu...mau solat jumat dulu...maaf di dari upi ya,bu maaf lupa jumat ya jumat buka jam 1 bu solat jumat maaf upi ya,65,15
ham,Bu mau mastiin ketemu di jica kan Bu?,bu mastiin ketemu jica bu,25,5
ham,Buat yg mahasiswa baru,yg mahasiswa,12,2
ham,"bulan depan ada daging sapi, mau dibakar dmna ? d pantai atau d rumah nama1 ?",daging sapi bakar dmna d pantai d rumah nama1,45,9
ham,Cape sih tp da susah euy kalo udah pikiran gtu teh,cape sih tp da susah euy kalo udah pikir gtu teh,48,11
ham,Cara panggil na localhost/SistemRumahSakit/gerbang/rawatdarurat,panggil na localhost sistemrumahsakit gerbang rawatdarurat,58,6
ham,"cari yang seken, murah meriah kualiatasnya masih bagus kok",cari ken murah riah kualiatasnya bagus,38,6
ham,Ceritanya biasa aja. Tp tetep bikin nangis,cerita aja tp tetep bikin nang,30,6
ham,Coba siapa yg lagi di prodi? Punten liatin jadwal sidang. Ada tulisan suruh kumpul jam brp gitu gak? Nuhun,coba yg prodi punten liatin jadwal sidang tulis suruh kumpul jam brp gitu gak nuhun,83,15
ham,"Cobaan itu teh dy, kadang cewe mah overthink dan overreact",coba teh dy kadang cewe mah overthink overreact,47,8
ham,Cukup alquran sbgai pedoman bagi org2 yg beriman.,alquran sbgai pedoman org2 yg iman,34,6
ham,"da gapapa public juga, asal jangan ada yang dimasukin.",da gapapa public dimasukin,26,4
ham,Da sebenernya makan sama indomie ge cukup aku mah 😂,da sebenernya makan indomie ge mah,34,6
ham,"Dari pt gagas, pt ixindo, pt bima data pratama, sma sukarnohatta, sma purwakarta, smk pgi, sma swamedia kang",pt gagas pt ixindo pt bima data pratama sma sukarnohatta sma purwakarta smk pgi sma swamedia kang,97,17
ham,Data_pasien itu no_medrec sdgkn daftar ulang itu pake no_register karna field yg akan diisi saat daftar ulang beda maka tablenya beda,data pasien no medrec sdgkn daftar ulang pake no register karna field yg isi daftar ulang beda tablenya beda,108,19
ham,Derr ya jangan wacana kaka bunda,derr ya wacana kaka bunda,25,5
ham,"Di folder sql, aya sql rawatdaruat.sql tinggal sesuain sama yang maneh we. Cobaan k ente jalanken. Di urg mh teu jalan ngan load view mh bisa. Error di database. Soalna lieur gabungken database na.",folder sql aya sql rawatdaruat sql tinggal sesuain maneh we coba k ente jalanken urg mh teu jalan ngan load view mh error database soalna lieur gabungken database na,165,29
ham,Di kfc belokan setiabudi bawah pom bensin ada colokan gak sih?,kfc belok setiabudi pom bensin colok gak sih,44,8
ham,Diagnosa mana? Di pasien_irj ga ada diagnosa,diagnosa pasien irj ga diagnosa,31,5
ham,nama1 helmkuuuu.:'(,nama1 helmkuuuu,15,2
ham,nama1 ntr aku ke kosan kamu yaaaaa,nama1 ntr kosan yaaaaa,22,4
ham,dikirim nya disatuin ?,kirim nya disatuin,18,3
ham,nama1 dah selesei blm machine learningnya ?,nama1 dah selesei blm machine learningnya,41,6
ham,nama1 nmr kamu yg ini kan? ntr ayu sms kl udah dpn kosan yah,nama1 nmr yg ntr ayu sms kl udah dpn kosan yah,46,11
ham,"nama1 saya ke kosan yah, mau nanya2 jg soal laporan.. boleh ga?",nama1 kosan yah nanya2 jg lapor ga,34,7
ham,"nama1, minta controller dan view nya aja.",nama1 controller view nya aja,29,5
ham,"nama1, minta database kamu sama view dan controller yang ada js buat dropdown kotanya.",nama1 database view controller js dropdown kota,47,7
ham,nama1 bisa pakai flash buat animasi ga?? Atau pakai movie maker??,nama1 pakai flash animasi ga pakai movie maker,46,8
ham,nama1 di kosan gaaa? Mau numpang dooong,nama1 kosan gaaa numpang dooong,31,5
ham,"nama1 dmna ? boleh mnta tolong ss dong bisns proses nya,,,,,",nama1 dmna mnta tolong ss bisns proses nya,42,8
ham,nama1 ke pt. inti?,nama1 pt inti,13,3
ham,nama1 maapin baru buka line,nama1 maapin buka line,22,4
ham,nama1 mau pergi ga? Kalo engga aku mau ke kosan,nama1 pergi ga kalo engga kosan,31,6
ham,"nama1, note nama1 yang Dinamic ada di emil. Kembaliin ke nama1 atau gmana?",nama1 note nama1 dinamic emil kembaliin nama1 gmana,51,8
ham,nama1  Cara bikin makalah yang daftar isinya langsung jadi gmana?,nama1 bikin makalah daftar isi langsung gmana,45,7
ham,nama1;Graha Desila kmr 14 Lt.2;Aqua;20000(kembalian),nama1 graha desila kmr 14 lt 2 aqua 20000 kembali,49,10
ham,Dilantai 2 ya tepat diruang skripsi,lantai 2 ya ruang skripsi,25,5
