Message,Category,Message_Length,Word_Count,Bahasa
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,ham,144,33,Saya berada di bugis juz sekarang wat... Tapi sekarang saya berjalan pulang atauedi... Ü terlambat lalu membalas... Saya juga melihat top yang saya suka tetapi saya beli... Dimana r ü sekarang?
RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,spam,146,22,RGENT! Ini adalah upaya kedua untuk menghubungi U!U telah MENANG £1250 HUBUNGI 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm ponsel bervariasi. maks £7. 50
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,159,25,Hai jika kamu mencari 4 kesenangan siang hari yang cakep dengan wanita berdada yang sudah menikah Apakah ada waktu luang sepanjang minggu depan Ngobrol sekarang 2 waktu penyortiran 09099726429 JANINExx Panggilan£1/menitMobsmoreLKPOBOX177HP51FL
Ü v ma fan...,ham,13,4,untukku penggemar...
"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",ham,147,24,"Kalimat yang sangat menyakitkan dan bermakna: ""Aku mengkompromikan segalanya demi cintaku, Tapi pada akhirnya cintaku mengkompromikanku untuk segalanya:-("".. Selamat pagi:-)"
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam,157,28,MENDESAK! Kami mencoba menghubungi U. Pengundian hari ini menunjukkan bahwa Anda telah memenangkan hadiah £800 DIJAMIN. Hubungi 09050001295 dari jalur darat. Klaim A21. Hanya berlaku 12 jam
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",ham,144,24,"Kata-kata yang menyakitkan- ""Saya pikir menjadi Bahagia adalah hal yang paling sulit di dunia... Tapi, yang paling sulit adalah bertindak Bahagia dengan semua rasa sakit yang tak terucapkan di dalam hati.."""
"Yeah, that's fine! It's £6 to get in, is that ok?",ham,49,11,"Ya, tidak apa-apa! Biaya masuknya £6, oke?"
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,spam,172,28,"nomor vodafone hari ini yang diakhiri dengan 0089 (empat digit terakhir saya) dipilih untuk menerima penghargaan £350. Jika nomor Anda cocok, harap hubungi 09063442151 untuk mengklaim penghargaan £350 Anda"
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,ham,71,15,Ü makan nanti tapi aku makan dengan teman-temanku sekarang lei... Ü mau pulang dulu?
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,ham,68,15,Yun ah.sekarang ü wkg kemana?btw kalau ü pergi nus sc. Saya ingin berspesialisasi dalam gumpalan?
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,ham,136,25,Saya mengawasi rumah – sangat menghibur – saya mendapatkan semua hal tentang Hugh Laurie – bahkan dengan tongkat – bahkan terutama dengan tongkat.
Thought praps you meant another one. Goodo! I'll look tomorrow,ham,62,10,Mungkin maksudmu maksudmu yang lain. Bagus! Saya akan mencarinya besok
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",ham,157,32,"Hai Jon, Pete di sini, Saya baru-baru ini tinggal di 2 Spanyol & memiliki jumlah dinero yang tersisa, Bill berkata Anda atau sewa Anda mungkin tertarik, saya punya 12.000 pes, jadi sekitar £48, tb, James."
ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,ham,127,26,ALRITE HUNNY!APAKAH KAMU BANGUN 2 2 MALAM? TIDAK AKHIRNYA PERGI KE KOTA JUS DA PUB BUKAN! JUS CHILLIN DI DA MO DI KAMAR TIDURKU!CINTA JEN XXX.
Doing project w frens lor.,ham,26,5,Sedang mengerjakan proyek dengan frens lor.
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam,223,34,"Hai, ini Mandy Sullivan menelepon dari HOTMIX FM...Anda terpilih untuk menerima £5000,00 dalam undian Hadiah Paskah kami.....Silakan telepon 09041940223 untuk mengklaim sebelum 29/03/05 atau hadiah Anda akan ditransfer ke orang lain ...."
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam,158,27,KAMU AKAN KE 2 BAHAMAS! HubungiFREEFONE 08081560665 dan bicaralah dengan operator langsung untuk mengklaim pelayaran Bahama seharga £2000 TUNAI 18+ saja. Untuk membatalkan txt X ke 07786200117
EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,ham,142,26,MATA! Tenanglah pada ACUSATIONS.. ITXT U KARENA IWANA TAHU WOTU R LAKUKAN DI ATAS/AKHIR... TELAH CN U DALAM USIA..TELEPON SAYA JIKA UR UP4 NETHING SAT.LOVE J XXX.
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham,159,33,"Aku keren ta luv tapi v.lelah 2 karena aku telah melakukan banyak perencanaan sepanjang minggu, kami mengadakan inspeksi layanan sosial di taman kanak-kanak! Hati-hati & spk snx."
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam,142,22,Hai 07734396839 Penawaran Loyalitas Pelanggan IBH: Ponsel NOKIA6600 BARU mulai dari HANYA £10 di TXTAUCTION!Kata Txt:MULAI ke No:81151 & dapatkan Milik Anda Sekarang!4T&
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,ham,161,30,"Kamu belum kehilangan aku, aku akan selalu berada di sini 4u.aku tidak bermaksud menyakitimu tapi aku tidak pernah tahu bagaimana perasaanmu terhadapku ketika aku masih menjadi marinir & itulah yang aku coba katakan pada ibumu. aku peduli padamu"
Ok lor thanx... Ü in school?,ham,28,6,"Oke, terima kasih... Ü di sekolah?"
The bus leaves at  &lt;#&gt;,ham,28,5,Bus berangkat pukul &lt;#&gt;
Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,154,26,Nomor Voda hari ini yang berakhiran 1225 dipilih untuk menerima penghargaan £50. Jika Anda memiliki kecocokan silakan hubungi 08712300220 dengan mengutip kode klaim 3100 tarif standar aplikasi
Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,ham,114,24,Aiyo sedikit pai seh ü noe... Takut dia tidak ingat siapa aku lalu mati... Hee... Tapi dia menjadi lebih tampan oredi leh...
Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,ham,82,19,Apakah ü semua ingin bertemu dan menggabungkan semua bagian? Bagaimana kelanjutan proyek lainnya?
Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,ham,120,26,Mendapatkan tiket 4 walsall selasa 6 Maret. Teman saya membawakannya untuk saya pada hari Sabtu. aku akan membayar traktiranku. Ingin 2 pergi. Txt bak .Terry
Are you comingdown later?,ham,25,4,Apakah kamu akan turun nanti?
Then cant get da laptop? My matric card wif ü lei...,ham,52,11,Lalu tidak bisa mendapatkan laptopmu? Kartu matrik saya dengan ü lei...
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",spam,153,30,"Ini adalah kedua kalinya kami mencoba 2 menghubungi Anda. Anda telah memenangkan hadiah 750 Pound. 2 klaim mudah, hubungi 08718726970 SEKARANG! Hanya 10p per menit. BT-tingkat nasional"
Or ü go buy wif him then i meet ü later can?,ham,44,12,Atau ü pergi beli dengan dia lalu aku bertemu ü nanti bisa?
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,spam,115,20,"Anda telah MENANGKAN jaminan uang tunai £1000 atau hadiah £2000. Untuk mengklaim hadiah tahun ini, hubungi perwakilan layanan pelanggan kami di"
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,ham,96,21,Masalah pena ini sungguh luar biasa. Bukankah Biro bisa melakukannya? Jangan lakukan master karena tidak bisa melakukan ini lagi!
Ok.. Ü finishing soon?,ham,22,4,Oke.. Ü segera selesai?
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,spam,152,23,Mendesak! Silakan hubungi 09061743811 dari telepon rumah. Liburan Tenerife 4* gratis ABTA Anda atau uang tunai £5000 menunggu pengambilan SAE S&K Kotak 326 CW25WX 150ppm
Wah... Okie okie... Muz make use of e unlimited... Haha...,ham,58,10,Wah... Okie okie... Muz manfaatkan e unlimited... Haha...
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u,ham,105,25,"Halo cantik, kamu baik-baik saja? Aku sudah memasang iklan berturut-turut dan dia keluar dari pub?? Aku ingin satu malam bersamamu Merindukanmu"
You want to go?,ham,15,4,Kamu mau pergi?
Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,144,27,Telepon dari 08702490080 - memberitahu Anda untuk menelepon 09066358152 untuk mengklaim hadiah £5000. Anda harus memasukkan semua detail ponsel & pribadi Anda @ petunjuknya. Hati-hati!
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,spam,141,26,Gratis entri minggu pertama 2 TEXTPOD 4 kesempatan 2 memenangkan iPod 40GB atau uang tunai £250 setiap minggu. Txt VPOD ke 81303 Syarat & Ketentuan www.textpod.net custcare 08712405020.
"My planning usually stops at ""find hella weed, smoke hella weed""",ham,64,11,"Perencanaan saya biasanya berhenti pada ""temukan hella weed, smoke hella weed"""
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham,133,26,"Fakta bahwa kamu sedang bersih-bersih menunjukkan kamu tahu kenapa aku kesal. Prioritas Anda selalu adalah ""apa yang ingin saya lakukan"", bukan ""apa yang perlu saya lakukan""."
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,spam,159,27,"Kini semakin banyak orang yang mengikuti jejak Anda di daerah Anda. Hubungi 09090204448 dan bergabunglah dengan orang-orang yang berpikiran sama. Mengapa tidak mengaturnya sendiri. Ada 1 malam ini. A£1,50 menitAPN LS278BB"
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,160,23,"BAGUS SEKALI! Liburan 4* Costa Del Sol Anda atau £5000 menunggu koleksi. Hubungi 09050090044 Sekarang untuk Klaim. SAE, TC, POBox334, Stockport, SK38xh, Biaya£1,50/malam, Maks10 menit"
Can ü call me at 10:10 to make sure dat i've woken up...,ham,56,13,Bolehkah saya menelepon saya jam 10:10 untuk memastikan bahwa saya sudah bangun...
Hey we can go jazz power yoga hip hop kb and yogasana,ham,53,12,Hei kita bisa pergi ke jazz power yoga hip hop kb dan yogasana
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,ham,72,14,Terima kasih. Itu hanya dari tescos tapi cukup bagus. Semuanya hilang sekarang. Bicaralah segera
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,131,25,Anda telah memenangkan jaminan penghargaan £200 atau bahkan uang tunai £1000 untuk mengklaim penghargaan UR panggilan gratis di 08000407165 (18+) 2 pemberhentian berhenti di 88222 PHP
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,ham,141,31,"Ya, tapi bisakah kita bertemu di kota karena kita akan pergi ke gep lalu pulang. Anda dapat mengirim pesan teks di halte bus. Dan jangan khawatir kita akan selesai pada bulan Maret… ish!"
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam,103,21,Balas untuk memenangkan £100 setiap minggu! Dimana Piala Dunia FIFA 2006 akan diadakan? Kirim STOP ke 87239 untuk mengakhiri layanan
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",ham,88,15,Maaf nanti saya telpon kalau ketemu apapun yang berhubungan dengan perdagangan silahkan hubungi Arul. &lt;#&gt;
"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",ham,149,26,"YEH SAYA DEF UP4 SESUATU SAT, BARU DIBAYAR 2 HARI & SAYA TELAH DIBERIKAN KENAIKAN GAYA £ 50 4 PEKERJAAN SAYA & TELAH DIBUAT PRESCHOOLCO-ORDINATOR 2 SAYA MERASA LUV YANG BAIK"
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",ham,158,25,"Kebenaran Indah Melawan Gravitasi.. Bacalah dengan seksama: ""Hati kita terasa ringan ketika ada orang di dalamnya.. Namun terasa sangat berat ketika ada yang meninggalkannya.."" SELAMAT PAGI"
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,spam,118,20,Berita Hebat! Hubungi FREEFONE 08006344447 untuk mengklaim jaminan uang tunai £1000 atau hadiah £2000 Anda. Bicaralah dengan operator langsung SEKARANG!
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,ham,137,34,"Baca saja kembali dan saya tidak punya rasa malu tetapi beri tahu saya bagaimana dia mengambilnya dan jika dia lari saya akan menyalahkan Anda selamanya!! Tidak benar-benar 4, hanya waktu yang lama"
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam,157,22,"Anda dapat MENANGKAN Voucher Hadiah Musik senilai £100 setiap minggu mulai SEKARANG. Kirimkan kata DRAW ke 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessBerlangganan"
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!",ham,73,13,"Ya tentu saja, tetapi Anda adalah si telur-pert dan kepala kentang… Bicaralah segera!"
Hey are we going for the lo lesson or gym?,ham,42,10,"Hei, apakah kita akan pergi ke pelajaran atau gym?"
Ü dun wan to watch infernal affair?,ham,35,7,Aku tidak ingin menonton urusan infernal?
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam,158,26,"MENDESAK! Ponsel Anda Tidak *********** MENANGKAN Hadiah Bonus Penelepon £2,000 pada 02/06/03! Ini adalah upaya kedua untuk menghubungi ANDA! Hubungi 09066362220 secepatnya! KOTAK97N7QP, 150ppm"
Cos daddy arranging time c wat time fetch ü mah...,ham,50,10,Karena ayah mengatur waktu c jam berapa ambil ü mah...
"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",ham,136,24,"baiklah sayang, baru saja kupikir aku akan bilang hai! bagaimana kabarmu?hampir akhir dariku wk offdam nevamind!Kami akan memiliki 2Hook up sn jika kamu ingin m8? cintaJen x."
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam,155,28,"Inggris yang bagus! Dapatkan nada dering poli resmi atau bendera warna di ponsel Anda! SMS TONE atau FLAG ke 84199 SEKARANG! Menyisih dari txt ENG STOP. Kotak39822 W111WX £1,50"
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam,159,27,"Kesempatan Terakhir! Klaim voucher diskon senilai £150 hari ini! Kirim SMS YA ke 85023 sekarang! SavaMob, anggota menawarkan ponsel! T Cs SavaMob POBOX84, M263UZ. £3,00 Subs 16"
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam,157,28,"Anda adalah pemenang, Anda telah dipilih secara khusus untuk menerima uang tunai £1000 atau penghargaan £2000. Bicaralah dengan operator langsung untuk mengklaim panggilan 087123002209-7 malam. Biaya 10p"
